WithdrawalHistory(WH),RepeatHistory(RH),MaritalStatus(MS),Gender(GND),Age,District(DSRCT),Religion(RLGN),StudentType(ST),ProgrammeCode(PC),EmploymentStatus(ES),ODLCenter(OC),DisabilityIndicator(DI),Vulnarability(VNBLT),IncomeSource(IS),CurrentResidence(CR),Target
No,No,MARRIED,M,39,DOWA,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,37,MZIMBA ,Christian,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,53,RUMPHI,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,MARRIED,M,36,NKHATA-BAY,,MATURE,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,38,NKHOTAKOTA,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,34,DOWA,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,36,ZOMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,0,RUMPHI,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,48,KASUNGU,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,31,THYOLO,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,28,NTCHISI,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,39,NSANJE,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,46,RUMPHI,CHRISTIAN,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,38,NKHOTAKOTA,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,MARRIED,M,37,KARONGA,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,42,MULANJE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,48,LILONGWE,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,58,PHALOMBE,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,0,NKHOTAKOTA,Christian,MATURE,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,54,KASUNGU,Christian,MATURE,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,53,DOWA,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,36,MULANJE,Christian,MATURE,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,37,KASUNGU,Christian,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,51,NKHOTAKOTA,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,MARRIED,M,38,MZIMBA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,27,CHITIPA,,GENERIC,BAAE,Not Employed,LILONGWE,Hearing Impairement,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,MARRIED,M,0,MACHINGA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,0,ZOMBA,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,38,THYOLO,,GENERIC,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,MARRIED,M,32,PHALOMBE,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,31,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Dropped
No,No,MARRIED,M,37,NSANJE,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,27,LILONGWE,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,0,MZIMBA,,MATURE,BAAE,Not Employed,MZUZU,,,,,Dropped
No,No,MARRIED,M,34,RUMPHI,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,35,NTCHISI,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,49,RUMPHI,,MATURE,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,0,MULANJE,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,53,RUMPHI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,MARRIED,M,37,DOWA,,MATURE,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,38,NTCHEU,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,31,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,35,MZIMBA,,MATURE,BAAE,Not Employed,,,,,,Dropped
No,No,MARRIED,M,40,BALAKA,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,35,THYOLO,,GENERIC,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,36,NTCHEU,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,29,KARONGA,,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
No,No,MARRIED,M,35,BALAKA ,,MATURE,BAAE,Not Employed,LILONGWE,No disability,"Qualified primary school teachers, teaching at CDSS",self,I stay within same district,Not Dropped
No,No,MARRIED,M,33,DOWA,,MATURE,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,51,LILONGWE,,MATURE,BABM,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,42,LILONGWE,,MATURE,BEXT,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,37,NKHOTAKOTA,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,40,RUMPHI,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,30,ZOMBA,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,37,KARONGA,,MATURE,BAAE,Not Employed,MZUZU,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,MARRIED,M,33,DOWA,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,MARRIED,M,45,ZOMBA,,MATURE,BABM,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,49,CHITIPA ,,MATURE,BEXT,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,0,,,MATURE,BAGI,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,MARRIED,M,0,Ntchisi,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,0,Phalombe,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Mangochi,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Salima,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Rumphi,,MATURE,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,MARRIED,M,0,Mwanza,,MATURE,BABM,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Chikwawa,,MATURE,BEXT,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Mzimba,,MATURE,BAGI,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,0,Blantyre,,MATURE,BAAE,Not Employed,,,,,,Not Dropped
No,No,MARRIED,M,24,CHILADZULU,,MATURE,BABM,Self,LILONGWE,,,,,Not Dropped
No,No,MARRIED,M,49,BALAKA,,MATURE,BEXT,Self,LILONGWE,,,,,Dropped
No,No,MARRIED,M,33,MANGOCHI,Christian,MATURE,BEXT,Self,LILONGWE,,,,,Dropped
No,No,MARRIED,M,0,DOWA,,GENERIC,BEXT,Self,LILONGWE,,,,,Dropped
No,No,MARRIED,M,41,BALAKA,Islam,GENERIC,BAAE,Self,BLANTYRE,,,,,Not Dropped
No,No,MARRIED,M,51,KARONGA,,MATURE,BEXT,Self,,,,,,Not Dropped
No,No,MARRIED,M,39,Dedza,,GENERIC,BABM,Self,,,,,,Not Dropped
No,No,MARRIED,M,40,Ntcheu,,MATURE,BAAE,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,0,,,MATURE,BAGI,Self,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,MARRIED,M,0,Karonga,,MATURE,BAAE,Self,,,,,,Not Dropped
No,No,MARRIED,M,0,Kasungu,,MATURE,BEXT,Self,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,MARRIED,M,0,Kasungu,,MATURE,BABM,Self,,,,,,Not Dropped
No,No,MARRIED,M,0,CHILADZULU,,MATURE,BAAE,Self,,,,,,Not Dropped
No,No,MARRIED,M,0,Ntcheu,,MATURE,BAAE,Self,,,,,,Not Dropped
No,No,,M,29,,Christian,MATURE,BEXT,Employed,LILONGWE,,,,,Dropped
No,No,,M,26,CHILADZULU,,GENERIC,BEXT,Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,28,MCHINJI,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,27,DEDZA,,MATURE,BEXT,Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,28,NTCHEU,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,No,,M,23,MULANJE,,GENERIC,BAAE,Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,34,DEDZA,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,No,,M,33,DEDZA,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,No,,M,33,MULANJE,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,No,,M,30,BLANTYRE,,GENERIC,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,30,BLANTYRE,,GENERIC,BAAE,Employed,,,,,,Not Dropped
No,No,,M,0,KASUNGU,,GENERIC,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,40,NTCHEU,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,No,,M,30,LILONGWE,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,No,,M,27,NKHATA-BAY,,GENERIC,BABM,Employed,,,,,,Dropped
No,No,,M,0,CHILADZULU,,GENERIC,BAGI,Employed,,,,,,Not Dropped
No,No,,M,36,CHITIPA,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,No,,M,28,RUMPHI,,GENERIC,BABM,Employed,,,,,,Not Dropped
No,No,,M,28,CHIKWAWA,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,No,,M,28,DOWA,,GENERIC,BEXT,Employed,,,,,,Not Dropped
No,No,,M,0,KARONGA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,0,MZIMBA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,32,CHITIPA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,35,RUMPHI,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,30,CHIKWAWA,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,32,DOWA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,24,NTCHEU,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,31,NTCHISI,,MATURE,BAAE,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,39,DOWA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,0,MWANZA,,MATURE,BABM,Employed,,,,,,Not Dropped
No,No,,M,28,LILONGWE,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,0,LILONGWE,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,0,RUMPHI,,MATURE,BABM,Employed,,,,,,Not Dropped
No,No,,M,27,THYOLO,,MATURE,BABM,Employed,,,,,,Not Dropped
No,No,,M,0,BLANTYRE,,MATURE,BABM,Employed,,,,,,Dropped
No,No,,M,40,NTCHEU,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,,M,34,LILONGWE,,MATURE,BABM,Employed,,,,,,Not Dropped
No,No,,M,37,NTCHISI,,MATURE,BABM,Employed,,,,,,Not Dropped
No,No,,M,34,NTCHISI,,MATURE,BABM,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,0,MULANJE,,MATURE,BABM,Employed,,,,,,Dropped
No,No,,M,34,BLANTYRE,,MATURE,BAGI,Employed,,,,,,Not Dropped
No,No,,M,30,BALAKA,,MATURE,BAGI,Employed,,,,,,Not Dropped
No,No,,M,26,DEDZA,,MATURE,BAGI,Employed,,,,,,Not Dropped
No,No,,M,35,KARONGA,,MATURE,BAGI,Employed,,,,,,Not Dropped
No,No,,M,25,THYOLO,,MATURE,BAGI,Employed,,,,,,Dropped
No,No,,M,0,CHIKWAWA,,MATURE,BAGI,Employed,,,,,,Not Dropped
No,No,,M,0,LILONGWE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,28,CHITIPA,,MATURE,BAAE,Employed,,,,,,Not Dropped
No,No,,M,25,DOWA,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,37,NKHOTAKOTA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,46,LILONGWE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,0,NKHATA-BAY,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,36,MANGOCHI,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,38,ZOMBA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,29,NENO,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,27,RUMPHI,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,27,LILONGWE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,32,MULANJE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,33,NSANJE,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,36,KARONGA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,32,DEDZA,,MATURE,BEXT,Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,46,NKHOTAKOTA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,33,DEDZA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,0,BALAKA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,42,DEDZA,,MATURE,BEXT,Employed,,,,,,Not Dropped
No,No,,M,0,,,MATURE,BAAE,Not Employed,LILONGWE,,,,,Not Dropped
No,No,,M,43,MCHINJI,,MATURE,BEXT,Not Employed,LILONGWE,,,,,Not Dropped
No,No,,M,23,KARONGA,,GENERIC,BEXT,Not Employed,LILONGWE,,,,,Dropped
No,No,,M,25,NENO,,GENERIC,BABM,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,32,NTCHEU,Christian,MATURE,BAAE,Not Employed,BLANTYRE,,,,,Dropped
No,No,,M,0,SALIMA,,GENERIC,BAAE,Not Employed,LILONGWE,,,,,Dropped
No,No,,M,39,PHALOMBE,,GENERIC,BAAE,Not Employed,BLANTYRE,,,,,Not Dropped
No,No,,M,0,CHIKWAWA,,GENERIC,BABM,Not Employed,LILONGWE,,,,,Dropped
No,No,,M,25,MANGOCHI,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,,M,26,NENO,,GENERIC,BABM,Not Employed,BLANTYRE,,,,,Dropped
No,No,,M,24,NTCHEU,,GENERIC,BEXT,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,23,NTCHEU,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Person with disability,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,29,MZIMBA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,22,NTCHEU,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,24,RUMPHI,,GENERIC,BABM,Not Employed,MZUZU,,,,,Not Dropped
No,No,,M,33,MULANJE,,GENERIC,BAAE,Not Employed,LILONGWE,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,,M,21,MZIMBA,,GENERIC,BABM,Not Employed,LILONGWE,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,28,MULANJE,,GENERIC,BAAE,Not Employed,BLANTYRE,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,25,KARONGA,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,No,,M,22,KARONGA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,26,RUMPHI,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,28,NTCHEU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,22,THYOLO,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,22,SALIMA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,23,KARONGA,,GENERIC,BAAE,Not Employed,,Blind/Visual Impairment,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,31,NTCHEU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,27,CHILADZULU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,21,NKHATA-BAY,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,21,PHALOMBE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,23,THYOLO,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,21,NKHOTAKOTA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,22,NSANJE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,25,NKHATA-BAY,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,34,ZOMBA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,24,CHILADZULU,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,22,DOWA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,27,PHALOMBE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,24,CHILADZULU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,23,KARONGA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,21,NKHATA-BAY,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,22,SALIMA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,0,NKHATA-BAY,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,40,BLANTYRE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,self,I stay within same district,Not Dropped
No,No,,M,31,BALAKA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,26,KARONGA,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,21,MZIMBA,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,30,NTCHEU,,GENERIC,BAAE,Not Employed,,,,,,Dropped
No,No,,M,21,THYOLO,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,24,CHILADZULU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,28,BLANTYRE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,23,BLANTYRE,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,24,NTCHEU,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,22,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,0,LILONGWE,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,0,NTCHEU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,0,MANGOCHI,,GENERIC,BAAE,Not Employed,,,,,,Not Dropped
No,No,,M,0,NTCHEU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,23,CHILADZULU,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,26,PHALOMBE,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,22,KASUNGU,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,29,CHILADZULU,,GENERIC,BABM,Not Employed,,No disability,Orphans,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,28,DEDZA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,,M,24,DEDZA,,GENERIC,BABM,Not Employed,,No disability,Orphans,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,26,NTCHEU,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,23,ZOMBA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,,M,24,LILONGWE,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,26,KARONGA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,,M,0,SALIMA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,24,PHALOMBE,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,24,NTCHISI,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,0,CHIKWAWA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,21,DOWA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,23,MZIMBA,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,,M,21,NKHATA-BAY,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,28,DEDZA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,23,NTCHEU,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,0,BLANTYRE,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,27,CHIKWAWA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,24,ZOMBA,,GENERIC,BABM,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,0,CHILADZULU,,GENERIC,BAAE,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,26,LILONGWE,,GENERIC,BABM,Not Employed,,,,,,Dropped
No,No,,M,24,KARONGA,,GENERIC,BABM,Not Employed,,,,,,Not Dropped
No,No,,M,21,MANGOCHI,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,,M,24,MZIMBA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,,M,28,KARONGA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,,M,29,SALIMA,,GENERIC,BAGI,Not Employed,,,,,,Not Dropped
No,No,,M,26,MZIMBA,,GENERIC,BAGI,Not Employed,,,,,,Dropped
No,No,,M,30,MULANJE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,22,CHITIPA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,24,CHITIPA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,24,DOWA,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,No,,M,24,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,32,LILONGWE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,34,BALAKA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,25,BALAKA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,self,I stay around the centre,Not Dropped
No,No,,M,28,BALAKA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,23,MULANJE,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,23,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,24,LILONGWE,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay within same district,Not Dropped
No,No,,M,25,NTCHISI,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,No,,M,22,KARONGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,26,BALAKA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,25,NKHOTAKOTA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,24,THYOLO,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,22,THYOLO,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,28,KASUNGU,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,37,NTCHEU,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,24,KARONGA,,GENERIC,BEXT,Not Employed,,No disability,Not Applicable,parents/Gurdian,I stay around the centre,Not Dropped
No,No,,M,27,MACHINGA,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
No,No,,M,25,NSANJE,,GENERIC,BEXT,Not Employed,,,,,,Dropped
No,No,,M,23,KASUNGU,,GENERIC,BEXT,Not Employed,,,,,,Not Dropped
